Questions,Answers
"True regarding central nervous system involvement in sickle cell 
disease is:
a. Microvasculature is commonly involved
b. Chronic transfusion does not help much
c. Cognitive impairment is not seen
d. Transcranial Doppler is helpful
e. Nearly all patients have clinical manifestations","Ans. d. Transcranial Doppler is helpful 
Ref: William’s 8/e p 719 
Central nervous system disease is common in sickle cell disease and 
usually manifests as stroke and/or vasculopathy in those with the disease. 
Overt stroke usually involves large cerebral vessels that affect large regions 
of the brain and occurs in up to 10% of children with the disease. Silent 
stroke which occurs in at least 22% of those with sickle cell disease, is 
defined as an infarct on imaging studies with a normal neurological 
examination. Elevated transcranial Doppler (TCD) velocities detected in 
52 
MCqs in Hematology
large intracerebral vessels are associated with an increased risk of an overt 
stroke and it is the best predictor. For patients who received chronic red 
blood cell transfusions to decrease the concentration of hemoglobin S, the 
risk was significantly decreased and this therapy has now been accepted 
as standard of care for patients with elevated TCD velocities. Children 
suffer cognitive impairment that impacts their academic achievement."
"Which is not true regarding normal cell cycle?
a. DNA replication occurs in G1 phase
b. The normal cell cycle is G1–S–G2–M
c. Cdk phosphorylates the protein targets
d. Cyclin proteins are formed during specific phases","Ans. a. DNA replication occurs in G1 phase 
Ref: Hoffman 5/e p63–66
Interphase is the phase of cell cycle in which the cell spends majority of 
its time and performs the majority of its purposes including preparation 
for cell division.  There are 3 stages of interphase:
G1 (Gap 1) in which the cell grows and functions normally.  During this 
time much protein systhesis occurs and the cell grows, organelles are 
produced.  If the cell is not to divide again, it will remain in this phase.
S (Synthesis) phase, in which the cell duplicates its DNA (via 
semiconserative replication). Also called Swanson phase.
G2 (Gap 2), in which the cell resumes its growth in preparation for cell 
division.  Some cells do not divide often or ever, enter a Go (Gap zero) 
stage, which is either a stage separate from interphase or an extended 
G1 phase, which follows the restriction point (a cell cycle check point at 
the end of G1).  Examples are terminally differentiated cells viz Neuron, 
Myocyte, neutrophils ets.  
Remember, M (Mitotic phase) has 4 stages–Prophase, Metaphase, 
Anaphase and telophase.
Resting antigen–specific lymphocytes are in G0 phase until antigen and 
cytokine stimulation induces them to proliferate.
Cell cycle is regulated by the phosphorylation of various cyclin dependent 
kinases and these cyclins appear and disappear at different phases of 
cell cycle."
"Which is true regarding apoptosis?
a. Caspases are the ultimate effectors of apoptosis
b. FAS and TNF–R have an extracellular death domain
c. BCL–2 is a proapoptotic protein
d. Entry of cytochrome C into mitochondria is a critical step","Ans. a. Caspases are the ultimate effectors of apoptosis 
 
 
Ref: William’s 7/e p151–153
Activation of caspases constitutes an irreversible event and the caspases 
are the ultimate effectors of apoptotic cell destruction. A key role is played 
by mitochondria in the regulation of apoptosis and cytochrome from inner 
mitochondrial membrane (electron transport chain) and is released into 
the cytosol. Where it may participate in caspase activation.
 
There are multiple pathways through which activation of caspases may 
occur  but 2 are marked out in detail:
• Receptor mediated: Fas or TNF-α receptor.  Binding of the these 
receptors by their respective ligands cause recruitment of cystolic 
adapter molecule called Fas-associated death domain (FADD) or 
TNFR–associated activates the effective caspase"
"A 29 year old woman was found to have a Hb of 7.8 gm/dL with 
reticulocyte count of 0.8%.  PS showed microcytic hypochronic 
anemia.  Hb A2 and Hb F levels were 2.4% and 1.3% respectively. 
Serum iron and TIBC were 15 mgm/dL and 420 mgm/dL repectively. 
The likely diagnosis is:
a. IDA
b. β thalassemia minor
c. Sideroblastic anemia
d. Anemia of chronic inflammation","Ans. a. IDA 
Ref: Harrison 18/e p846–848
Such a high level of TIBC with microcytic hypochronic blood picture is 
very much suggestive of IDA. Anemia of chronic inflammation usually 
have normocytic normochromic Red cells. Serum Ferritin is very 
important in diagnosing IDA and is usually < 15 ng/mL. Differential 
diagnosis of microcytic hypochronic anemia
Parameter
IDA
ACD
Thalassemia
Sideroblastic 
anemia
Smear
McHc
Normal 
/ McHc
McHc with 
targetting
Variable
S. iron
< 30
< 50
Normal to high
Normal to high
TIBC
> 360
< 300
Normal 
Normal
% Saturation
< 10
10–20
30–80
30–80
Ferritin
< 15
30–200
50–300
50–300
Hb pattern 
on electro - 
phoresis
Normal
Normal
Abnormal with 
β thal; can be 
normal in α thal
Normal
Normal
Negative 
iron 
balance
Iron 
deficient 
erythro-
poresis
IDA
Narrow iron stores
1–3+
0–1 +
0
0
S. ferritin (ngm/mL)
50–200
< 20
< 15
< 15
TIBC (mgm/dL)
300–360
> 360
> 380
> 400
S1 (mgm/dL)
50–150
N
< 50
< 30
% saturation
30–50
N
< 20
< 10
RBC protoporphyrin 
(μgm/dL)
30–50
N
>100
> 200
RBC morphology
NcMc
NcMc
NcMc
McHc
Narrow sideroblast (%)
40–60
N
< 10
< 10"
"A child presented with microcytic hypochromic anemia with normal 
levels of RBC protoporphyrin.  Most likely diagnosis is: 
a. Lead toxicity
b. IDA
c. Thalassemia
d. Anemia of chronic inflammation","Ans. c. Thalassemia
Both lead toxicity and IDA have microcytic hypochromic blood pictures 
and the red cell protoporphyrin levels are elevated in both conditions. 
65
Iron Deficiency Anemia/Anemia of Chronic Disease
RBC protoporphyrin (esp.  zinc protoporphyrin) in disorders of heme 
synthesis including IDA, lead poisioning, sideroblastic anemia, anemia 
due to inflammation or malignancy.  (526, William’s)"
"Which of the following test is best suited for community based 
screening programme for identifying iron deficiency?
a. Serum ferritin
b. Red cell protoporphyrin level
c. Serum iron
d. TIBC",Ans. b. Red cell protoporphyrin level
"Which of the following test is best in differentiating between anemia 
of chronic inflammation and IDA?
a. Serum ferritin
b. Serum transferrin receptor
c. TIBC
d. Transferrin saturation","Ans. b. Serum transferrin receptor 
Ref: William’s 7/e p526, 567
Serum transferrin receptor is elevated in IDA but not in ACD. Serum 
Ferritin is an acute phase reactant which can be falsely elevated. It has 
been shown by many studies that Transferrin Receptor/log of ferritin is 
more accurate in differentiating between IDA and ACD (Blood 89: 1052, 
1997). The gold standard for IDA is absent stainable iron in BM aspirate 
but it has drawbacks for example it is invasive procedure and difficulty 
in differentiating from artefacts within macrophages.  Iron in bone 
marrow aspirate (stained with Prussian blue) can be found as storage 
iron in cytoplasm of macrophages or as functional iron (siderosome) in 
nucleated red cell (sideroblast). Approximately 1/3rd of nucleated red 
cells contain 1-4 fine blue inclusion bodies (siderosome). Both sideroblast 
and macrophage iron is increased in ACD."
"Elevated serum ferritin, serum iron and percentage transferring 
saturation are most consistent with diagnosis of:
a. IDA
7
Iron Deficiency 
Anemia/Anemia of 
Chronic Disease
61
Iron Deficiency Anemia/Anemia of Chronic Disease
b. Hemochromatosis
c. Anemia of chronic inflammation
d. Lead poisioning","Ans. b. Hemochromatosis
Hemochromatosis is the increase in tissue iron with associated tissue 
damage and is characterized by bronzing of skin, cirrhosis and diabetes. 
Hemosiderosis is increase in tissue iron without tissue damage.  Primary 
hemochromatosis is most commonly due to HFE gene mutation.  It is 
associated with increased % saturation, S. iron and S. ferritin.  ACD will 
have low S. iron and IDA will have all 3 parameters low."
"Which of the following is earliest recognizable change in RBC 
morphology in case of iron deficiency?
a. Hypochromia
b. Anisocytosis
c. Target cells
d. Poikilocytosis","Ans. b. Anisocytosis 
Ref: William’s 7/e p524"
"All of the following are causes of iron deficiency anemia, except:
a. Chronic renal failure
b. Celiac sprue
c. Hookworm
d. Carcinoma colon","Ans. a. Chronic renal failure
Iron deficiency anemia usually occurs due to blood loss, poor absorption, 
increased requirement or dietary deficiency. In fact all over the world 
dietary deficiency is the most common cause of iron deficiency anemia, 
others are:
Blood loss
• G1 blood loss
• Menstrual blood loss
• Frequent blood donations
• Urinary blood loss–Ca urinary bladder
• Hemoglobinuria–PNH, prosthetic valve
Malabsorption
• Achlorhydria
66 
MCqs in Hematology
• Chronic gastritis
• Celiac sprue
• Tropical sprue
Increased iron requirement
• Pregnancy and lactation
• Growth"
"Iron absorption is increased in all, except:
a. Iron deficiency
b. Pregnancy
c. Hypoxia
d. Alkaline pH of stomach
e. Ferrous iron salts","Ans. d. Alkaline pH of stomach 
 
 
Ref: William’s 8/e  p567, Harrison 18/e p843
Factors that increase iron absorption from GI tracts are:
• Dietary factors
• Increased heme iron (particularly in meat)
• Ferrous iron salts
• GI factors
– Acid pH
• Increased requirement:
– Iron deficiency
– Increased erythropoiesis
– Pregnancy
– Hypoxia
Factors that decrease iron absorption are:
• Ferric iron salts
• Malabsorption
• Proximal bowel resection
• Presence of oxalates, phytates and phosphates in diet
• Inflammatory disorders (due to increased hepcidin level)"
"All of the following in the diet leads to decreased iron absorption, 
except:
a. Oxalates
b. Ascorbate
c. Phytates
d. Phosphates","Ans is b. Ascorbate 
Ref: William’s 8/e p567
These reducing substances in diet will lead to increased iron absorption. 
Hydroquinone, lactate, ascorbate, pyruvate, succinate, fructose, cysteine 
and sorbitol."
"The earliest sign of iron deficiency anemia is:
a. Increased TIBC
b. Decreased S. iron
c. Decreased S. ferritin
d. Decreased % saturation","Ans. c. Decreased S. ferritin 
Ref: Harrison 18/e p846"
"Which of the following is true about oral therapy for iron deficiency 
anemia?
a. If 300 mg elemental iron given only 100 mg gets absorbed
b. Reticulocytosis appears in 1–2 weeks and then peaks in 3–4 weeks
c. Hemoglobin levels are usually corrected in 6 weeks after starting 
therapy
d. Stop the treatment after normalizing Hb
e. Decrease in absorption of iron with improvement of Hb
62 
MCqs in Hematology","Ans. e. Decrease in absorption of iron with improvement of Hb 
 
Ref: Harrison 18/e p848–849
A dose of 200–300 mg of elemental iron result in absorption of 50 mg/
day. As the Hb level rises, erythropoietin stimulation decreases and the 
amount of iron absorbed is reduced. Typically the reticulocyte count 
begins within 4–7 days and peak at 1–1 ½ weeks after initiation of therapy. 
Hb level usually normalizes in 1 month of therapy. Minimum treatment 
of 4–6 months should be given for building iron stores.
67
Iron Deficiency Anemia/Anemia of Chronic Disease"
"A patient present with increased serum iron, decreased TIBC, 
increased percentage saturation and increased S. ferritin. Most likely 
diagnosis is:
a. Anemia of chronic disease
b. Sideroblastic anemia
c. Iron deficiency anemia
d. Thalassemia major","Ans. b. Sideroblastic anemia
Anemia of chronic disease can be differentiated from sideroblastic anemia 
by the presence of low S. Iron and low %age saturation.  
Refer to explanation for Q. No"
"Which of the following is true about methemoglobinemia?
a. Cyanosis due to abnormal Hb is inherited as autosomal recessive 
trait
b. Cyanosis due to NADH diaphorase deficiency is inherited as 
autosomal recessive trait
c. Most accurate method of diagnosing methemoglobinemia is by 
spectrophotometric analysis
d. Hereditary methemoglobinemia due to NADH-diaphorase deficiency 
is readily treated by ascorbic acid","Ans. a. Cyanosis due to abnormal Hb is inherited as autosomal 
recessive trait 
Ref: William’s 8/e p743 -747
Methemoglobinemia is due to abnormal Hb and NADH-diaphorase 
deficiency which is autosomal dominant and autosomal recessive, 
respectively. Can be misinterpreted when automated instruments 
designed to estimate levels of reduced Hb, oxygenated Hb, Met Hb and 
Carboxy Hb are used. Direct spectrophotometric analysis is required to 
diagnose methemoglobinemia or sulphemoglobinemia. For hereditary 
methemoglobinemia due to NADH diaphorase deficiency, treatment 
is ascorbic acid, 300–600 mg/day. Acute toxic methemoglobinemia is 
treated with methylene blue. NADPH rapidly reduces Methylene blue 
to Leukomethylene blue which nonenzymatically reduce Met Hb to Hb. 
Dose is 1–2 mg/kg over 5 min for rapid action. Cimetidine is a selective 
inhibitor of M-hydroxylation, so it is used in methemoglobinemia 
produced by dapsone.  Unlike methemoglobinemia sulph hemoglobin 
cannot be converted to Hb."
"When the circulating Hb in blood is present with iron in oxidized 
form (Fe3+) instead of Fe2+ state, it is called?
a. Methemoglobinuria
b. Methemoglobinemia
c. CDA
d. Carboxyhemoglobinemia","Ans. b. Methemoglobinemia 
Ref: William’s 8/e p744 – 745
Methemoglobinemia can occur due to abnormal Hb (called Hb-M) 
or due to deficiency of NADH – diaphorase.  In most Hb-M tyrosine is 
substituted for either proximal or distal histidine and this tyrosine can 
form iron – phenolate complex that resist reduction to divalent iron state 
by the. NADH–diaphorase engyme."
"Acquired causes of a methemoglobinemia are:
a. Aniline dye
b. Sulfonamide
c. Chloroquine
d. Dapsone
e. All of the above","Ans. e. All of the above    
Ref: William’s 8/e p744
Acquired methemoglobinemia can be caused due to multiple drugs 
and toxins including aniline dyes, benzene, chloroquine, dapsone, 
local anesthetic agents, reglan, primaquine, phenazopyridine, 
sulphonamides, acetanilid, alloxan, benzocaine, bivalent copper, 
bismuth subnitrate, bupivacaine hydrochloride, chlorates, chloroquine, 
chromates, clofazimine, dimethyl sulfoxide, dinitrophenol, exhaust 
fumes, ferricyanide, flutamide, hydroxylamine, lidocaine hydrochloride, 
metoclopramide, methylene blue, naphthalene, nitrates, nitric oxide, 
nitrites, nitrofuran, nitroglycerin, sodium nitroprusside, phenacetin, 
phenazopyridine hydrochloride, phenytoin, prilocaine, rifampin, 
silver nitrate, sodium valproate, smoke inhalation and sulfasalazine 
trinitrotoluene. Hemoglobin M is used to designate several variants of 
abnormal hemoglobin associated with genetic methemoglobinemia. In 
72 
Mcqs in Hematology
most of the hemoglobin M, tyrosine has been substituted for either the 
proximal or the distal histidine. This results in reduced capacity of the 
enzymatic machinery of the erythrocyte to efficiently reduce the iron to 
the divalent form and thus predisposes to methemoglobinemia. These 
hemoglobin variants are associated with cyanosis, which is present from 
early life."
"Clinical manifestations of methemoglobinemia include:
a. Cyanosis
b. Hemolysis
c. Normal PaO2 in arterial blood gas analysis
d. All of the above","Ans. d. All of the above        
Ref: William’s 8/e p745
Methemoglobinemia may be acute or chronic. The physiologic level of 
methemoglobin in the blood is 0% to 2%. Methemoglobin concentrations 
of 10% to 20% are tolerated well, but levels above this are often associated 
with symptoms. Levels above 70% may cause death. Symptoms also 
depend on the rapidity of its formation. Many patients with lifelong 
methemoglobinemia are asymptomatic, but patients exposed to drugs 
and toxins who abruptly develop the same levels of methemoglobinemia 
may be severely symptomatic. Dyspnea, nausea, and tachycardia occur at 
methemoglobin levels of 30% or more. Lethargy, stupor, and deteriorating 
consciousness occur as methemoglobin levels approach 55%. Higher 
levels may cause cardiac arrhythmias and circulatory failure. Drug-
induced methemoglobinemia may be followed by Hemolytic anemia 
especially with exposure to dapsone, sulfasalazine, or phenacetin. Heinz 
bodies (precipitated hemoglobin or globin subunits due to denaturation of 
hemoglobin in erythrocytes) and fragmented red blood cells characterise 
this type of anemia. Acute intravascular hemolysis may occasionally lead 
to renal failure. Blood containing high concentrations of methemoglobin 
appears chocolate brown. Subjects with methemoglobinemia may 
have normal partial pressures of oxygen, despite life-threatening 
methemoglobinemia. The oxygen saturation values, measured by a pulse 
oximeter, are falsely elevated."
"A 31 year–old man is brought to the emergency department after 
he had collapsed after a dental extraction in which prilocaine 
hydrochloride 3% was used as local anesthesia. The patient is 
deeply cyanosed despite a good respiratory effort, a clear airway, 
8
Methemoglobinemia
70 
Mcqs in Hematology
and bilateral clear breath sounds. Although he initially responds to 
vocal commands, his level of consciousness keeps on deteriorating. 
Oxygen saturation is 60% with the patient breathing room air. An 
endotracheal tube is introduced and assisted ventilation started, 
but this does not improve his cyanosis or level of consciousness. 
There was no family or personal history of such incidence. What is 
the treatment of this patient?
a. Exchange transfusion
b. Hyperbaric oxygen
c. Methylene blue
d. Dialysis","Ans. c. Methylene blue      
  Ref: William’s 8/e p747
The possible diagnosis of methemoglobinemia should be suspected 
because the patient is cyanosed, the cyanosis is unresponsive to 
ventilation, there is no prior history of respiratory problems, and the 
patient had been exposed to a topical anesthetic that is known to cause 
methemoglobinemia. Cyanosis, low hemoglobin oxygen saturation 
on pulse oximetry (typically 85–89% representing the absorbance 
spectrum of methemoglobin), normal PaO2 on ABG, “chocolate blood”. 
(Methemoglobinemia does not change color with the addition of oxygen 
whereas dark blood due to deoxyhemoglobin will turn red with oxygen). 
Co-oximetry of ABG will quantify the percent of methemoglobinemia in 
a fresh arterial sample. For methemoglobinemia due to drug exposure, 
traditional first-line therapy consists of an infusion of methylene blue (1%; 
73
Methemoglobinemia
1–2 mg/kg IV over 5 minutes), whose action depends on the availability 
of reduced nicotinamide adenine nucleotide phosphate (NADPH) 
within the red blood cells. After an acute exposure to an oxidizing agent, 
treatment should be considered when the methemoglobin is 30% in 
an asymptomatic patient and 20% in a symptomatic patient. Patients 
with anemia or cardiorespiratory problems should be treated at lower 
levels of methemoglobin. Dextrose should be given  because the major 
source of NADH in the red blood cells is the catabolism of sugar through 
glycolysis. Dextrose is also necessary to form NADPH through the 
hexose monophosphate shunt, which is necessary for methylene blue 
to be effective. Exchange transfusion is reserved for patients in whom 
methylene blue therapy is ineffective."
"Hemolysis in G6PD is caused by all of the following, except:
a. Primaquine
b. Chloroquine
c. Pyrimethamine
d. Quinine","Ans. c. Pyrimethamine 
Ref: Harrison 18/e p879
Definite Risk
Possible Risk
Doubtful Risk
Antimalarials
Primaquine 
Dapsone / 
Chhorproguanil
Chloroquine
Quinine
Sulphonamides
Sulmethoxazole
Sulfasalazine
Sulfamidine
Sulfisoxazole
Sulfadiazine
Antibiotics
Clotrimazole, 
Nalidixic acid, 
Nitrofurantoin, 
Niridazole
Ciprofloxacin
Norfloxacin
Chloramphenicol, 
p-Aminosalicylic 
acid
Analgesics
Acetanilide, 
Phenazopyridine
Acetylsalicilic 
acid high dose 
(> 3 gm/l)
Acetaminophen 
Phenacetin
Aspirin (< 3 gm/d)
Others
Naphthalene
Methylene blue
Vit K 
analogoues 
Ascorbic 
acid > 1gm 
Rasburicase
Dexoxibicin 
Probenecid"
"The most common cause of hereditary nonspherocytic hemolytic 
anemia:
a. G6PD deficiency
b. P K deficiency
c. Triosephosphate isomerase deficiency","Ans. b. P K deficiency  
Ref: William’s 8/e p648
The commonest form of G6PD is the polymorphic form in which the 
hemolysis occurs only under stress.  Chronic hemolysis in the absence of 
stress occurs rarely in the functionally severe forms of G6PD deficiency. 
Triose phosphate isomerate (TPI) deficiency also cause HNSHA but 
is less common that G6PD or PKD and is also associated with severe 
neuromuscular disorder."
"All of the following are associated with increased Red Cell ADA 
(Adenosine Deaminase) level, except:
a. DBA
b. SCID
c. AIDS
d. Some cases of hereditary non-spherocytic hemolytic Anemia","Ans. b. SCID 
Ref: William’s 7/e p608
SCID is associated with deficiency of ADA. Hereditary increase in activity 
of red cell ADA result in depletion of ATP and causes nonsplerocytic 
hemolytic anemia.  For unknown reasons, Red Cell ADA levels are high 
in AIDS and DBA.
 
ADA
Adenosine ---------------------------------------→  Inosine + NH3
Inosine + Pi---------------------------------------→ R – 1 – P + Hypoxanthine
                                  Nucleoside Phosphorylose
78 
MCqs in Hematology
This reaction results in introduction of phosphorylation of sugar without 
use of ATP in red cell. That is why inosine is used in storing RBC in blood 
banking."
"All of the following red cell enzyme deficiencies are inherited as 
autosomal recessive, except:
a. G6PD deficiency
b. PK deficiency
c. TPI deficiency
d. Glucose phosphate isomerase deficiency","Ans. a. G6PD deficiency
Most red cell enzyme deficiencies are inherited as autosomal recessive 
and present as hereditary nonspherocytic hemolytic anemia.  G6PD and 
phosphoglycerate kinase deficiency are X-linked."
"Which of the following is normal form of G6PD?
a. G6PD B
b. G6PD A-
c. G6PD A+
d. G6PD mediterranean","Ans. a. G6PD B
G6PD B is the normal variant of G6PD which represent the most common 
type of enzyme encountered in all population groups. Among persons of 
African descent, a mutant enzyme with normal activity is very prevalent 
known as G6PD A+ which migrates electrophoretically more rapidly than 
the normal B enzyme. G6PD A- is the principal deficient variant found 
in people of African origin. Among caucasians G6PD deficiency is most 
common in Mediterranean countries and the most common enzyme 
variant is G-6PD Mediterranean.
There is usually no clinical manifestations(hemolysis occurs only with 
stress) in Individuals who inherit the common (polymorphic) form of 
G6PD deficiency, such as G6PD B and G6PD Mediterranean."
"Which of the following is true about G6PD?
a. Drug induced hemolysis begins after 7 days
9
Disorders of  
Red Cell Enzyme
75
Disorders of Red Cell Enzyme
b. Heinz bodies are seen in RBCs
c. In the A-form of G6PD hemolytic anemia is self-limited
d. Common (Polymorphic) form have no clinical manifestations","Ans. a. Drug induced hemolysis typically begins after 7 days 
 
 
Ref: Williams 8/e p616 – 617
Drug induced hemolysis in G6PD typically begins 1–3 days after drug 
administration. In severe cases abdominal and back pain may occur. The 
urine may turn dark and black. Heinz bodies are seen in RBCs. Hemolytic 
anemia is self limited in the A- type of G6PD deficiency because the young 
red cells produced in response to hemolysis have nearly normal G6PD 
levels and are relatively resistant to hemolysis. Hemolysis is not self limited 
in the more severe Mediterranean type of deficiency."
"All of the following is true about red cell enzyme defects, except:
a. Basophilic stippling in Red cell is characteristic of pyrimidine’s 
nucleotidase deficiency
b. Jaundice of glucose phosphate isomerase deficiency respond to 
phenobarbital
c. Patient’s with glucose phosphate isomerase deficiency respond more 
to splenectomy
d. Phosphoglycerate kinase is autosomal recessive","Ans. d. Phosphoglycerate kinase deficiency is autosomal recessive
• PGK deficiency is inherited as X-linked disorder. Basophilic stippling in 
RBCs is characteristically seen in pyrimidine 5 nucleotidase deficiency. 
• Jaundice of glucose phosphate isomerase deficiency responds more 
favourably to splenectomy.
• Splenectomy should be considered in following setting 1) severity of 
the disease, 2) family history of response to splenectomy, underlying 
defect (GPI deficiency).
• A single dose of Sn-mesoporphyrin, a potent inhibitor of heme 
oxygenase has been advocated to eliminate the need for phototherapy.
79
Disorders of Red Cell Enzyme"
"Which one of the following is a feature of chronic extravascular 
hemolysis?
a. Raised serum conjugated bilirubin
b. Low reticulocyte count
c. Hypocellular bone marrow
d. Gall stones",Ans. d. Gall stones
"Which of the following is not a cause of intravascular hemolysis?
a. Rh incompatibility
b. ABO incompatibility
c. G6PD deficiency
d. Red cell fragmentation syndrome","Ans. a. Rh incompatibility 
Ref: William’s 8/e p451, 452, 2265
Intravascular destruction occurs if the red cell membrane is breached 
in the circulation which occurs in ABO incompatibility, PNH, Prosthetic 
valve hemolysis, Microangiopathic hemolytic anemia. It also occurs in 
anti-Jka and anti-Jkb antibodies. ABO, anti-Jka and anti-Jkb antibodies 
is strongly expressed on RBC and these antibodies bind complement 
efficiently. Intravascular hemolysis is also caused by G6PD and other 
enzyme abnormalities .
Extravascular hemolysis occurs when the red cells become damaged 
or senescent which result in decreased deformability and/or altered 
surface properties. Deformibility is decreased in HS, HE, AIHA (due to 
decreased surface to volume ratio) and in SCD and Hb C disease (the 
internal viscosity of the cell is increased). Altered surface properties of 
RBC membrane can be altered by binding of antibodies, complements 
and by chemical alteration (particularly oxidative damage to membrane 
components as occurs in Sickle Cell and thalassemic cells). Extravascular 
hemolysis occurs with IgG1 and IgG3 antibodies that react at body 
temperature and is seen in Rh, Kidd, kell, Duffy or Ss antigen."
"A 10 years old child presented with severe hemolytic anemia after 
febrile illness. There is marked reticulocytosis and LDH of 10,000 IU/
ml.  Characteristically, his total Bilirubin is 0.3 with direct fraction 
of 0.2 mg/dL.  The most like diagnosis is: 
a. Heme oxygenase deficiency
b. Ferrochelatase deficiency
c. Biliverdin reductase
d. ALA dehydratase","Ans. a. Heme oxygenase deficiency
For this the process of heme degradation needs to be understood first. In 
extravascular hemolysis RBCs are degraded within the macrophages so 
Hb is not released free into the plasma and that is why, hemoglobinuria 
or hemoglobinemia are not seen in extravascular hemolysis. Hb breaks 
down to Heme and globin in macrophages.  In lysosomes globin is broken 
into amino acids. Oxidation of porphyrin ring of heme by microsomal 
heme oxygenase produces biliverdin and CO, and releases Fe3+ which may 
get incorporated in Transferrin or stored in Ferritin. With time Ferritin 
in excess may be oxidized and degraded to hemosiderin. Biliverdin 
is reduced by biliverdin reductase to unconjugaetd bilirubin (water 
insoluble). It is released into plasma where it can bind to albumin or 
hemopexin. From them it is taken by hepatocytes for conjugation.
The above mentioned case is having defect in bilirubin synthesis and is 
classically seen in heme oxygenase-1 deficiency. Heme oxygenase has 
2 isoenzymes; HO-1 (inducible) and HO-2 (constitutive). First case of 
human HO-1 deficiency was described in 1999 and is characterized by 
hemolysis (endothelial damage) and DIC. It may also be associated with 
congenital asplenia and nephritis.
Recent studies have shown that bilirubin has cytoprotectant effects by 
having antioxidant properties.
80 
MCqs in Hematology"
"Which of the following is not a feature of intravascular hemolysis?
a. Jaundice
b. Hemosiderin in urine
c. Absent haptoglobin
d. Hemoglobin in urine","Ans. a. Jaundice 
 
Ref: internet link http://www.med-ed.virginia.edu/courses/path/innes/
rcd/hemo.cfm); Hoffbrand 5/e p120
Intravascular
Extravascular
Peripheral smear
Schistocytes (may be)
Spherocytes (May be)
Haptoglobin
Decreased / absent
Mild decrease
Hemosiderinuria
++
–
Hemoglobinuria
++
–
DCT
Usually  –ve
++++
LDH
High 
High 
Jaundice
Absent
Present
Iron Stones
Decreased
Normal/Increased
Splenomegally
Usually absent
Present
Hemolytic anemia definition – Increased destruction of red cells in the 
peripheral blood without evidence of ineffective arythropoiesis.
After haptoglobin is saturated, excess Hb is filtered in kidney and 
reabsorbed in proximal tubules where iron is converted to Ferritin or 
hemosiderin. Hemoglobinuria indicates severe intravascular hemolysis 
overwhelming the absorbing capacity of renal tubular cells."
"Which of the following is not true about G6PD deficiency?
a. Commonly presents as chronic hemolytic anemia
b. Leads to intravascular hemolysis after certain infections
c. Protects against malaria
d. Carrier females have approximately 50% G6PD levels
e. It is a cause of neonatal jaundice
76 
MCqs in Hematology","Ans. a. Commonly presents as chronic hemolytic anemia 
 
 
Ref: Hoffman 5/e p618
The common (polymorphic) form present as hemolysis under stress 
(mainly drugs, fever, infection) only.  See explanation to Q. No 5 also.  It 
protects against malaria."
"Extravascular hemolysis is best characterized by all except:
a. Increased LDH
b. Splenomegaly
c. Jaundice
d. Increased plasma hemoglobin","Ans. d. Increased plasma hemoglobin
Refer to explanation of Q. No"
"Which of the following is not true about hemolytic anemia?
a. The degree of spherocytosis does not correlates with the severity of 
hemolysis
b. Alloimmune hemolytic anemia is characterized by positive ICT and 
DCT may be mildly positive or negative
c. In AIHA most common target is Rh antigen
d. Therapy should not be stopped until the DCT because negative","Ans. a. The degree of spherocytosis does not correlates with the severity 
of hemolysis 
Ref: William’s 8/e p782, 787–790
Spherocytsis is a consistent and diagnostically important hallmark of 
AIHA and the degree of spherocytosis correlates well with the severity 
of hemolysis.
ICT +ve and DCT –ve is usually seen in alloimmunization due to prior 
sensitization with blood transfusion or pregnancy, in drug induced AIHA 
hemolytic anemia or low titre antibodies. Nearly half of all AIHA patients 
have autoantibodies specific for epitopes on Rh proteins.  The other 
antigens are band-3 anion transporter or glycophorin A.
Steroid therapy should be continued till DCT becomes negative."
"All of the following are associated with cold type autoantibody, 
except:
a. Mycoplasma pneumonia
b. Donath-Landsteiner hemolytic anemia
c. Infectious mononucleosis
d. Hodgkin lymphoma","Ans. d. Hodgkin lymphoma 
Ref: William’s 8/e p778"
"In CLL the autoimmune hemolytic anemia is due to:
a. Warm antibody
b. Cold antibody
c. Mixed cold and warm antibody
d. Occurs only with treatment with purine analogue","Ans. b. Cold antibody 
Ref: William’s 8/e p778"
